Site Name,WO#,Fault/Event Start,Fault End,Date When Marked Complete/Incomplete,Description
Walgreens - Portland - 82nd,27934,"Aug 29, 2023 10:20:00 AM","Sep 11, 2023 12:33:00 PM",,INV down
Faison,27748,"Aug 29, 2023 10:30:00 AM",,,INV 1 offline with ground fault
,27730,"Aug 29, 2023 11:00:00 AM",,"Aug 30, 2023 08:13:00 AM",EA-707 L6060 Tractor Hourly Maintenance
Albertson,27736,"Aug 29, 2023 11:45:00 AM",,"Aug 30, 2023 01:01:00 PM",INV 1 offline and not communicating
Pika,27732,"Aug 29, 2023 01:10:00 PM","Aug 29, 2023 04:00:00 PM",,"111 trackers reporting ""data refreshing"" flag and not reporting tracker angle or target angles"
County Home,27734,"Aug 29, 2023 02:00:00 PM","Aug 29, 2023 05:00:00 PM",,Cluster Controller 2 not communicating
Gauss,27744,"Aug 30, 2023 04:30:00 AM","Aug 30, 2023 07:30:00 AM",,Gauss site offline due to transfer trip
Garner Solar,27746,"Aug 30, 2023 07:00:00 AM","Aug 30, 2023 09:15:00 AM",,CBC Phase II - INV E offline
Lane,27747,"Aug 30, 2023 08:00:00 AM",,"Aug 31, 2023 07:57:00 AM",INV 7 offline with ground fault
Garner Solar,27742,"Aug 30, 2023 08:11:00 AM",,,Bring four of the secondhand inverter blower fans back to CBC to add to Client's inventory. 
Pika,27743,"Aug 30, 2023 08:23:00 AM",,,UAV Follow Up @ Pika: 40 Misaligned Trackers
NC Solar II,27750,"Aug 30, 2023 09:00:00 AM","Aug 30, 2023 02:25:00 PM","Aug 31, 2023 03:41:00 PM",INV B offline and reporting Error / Photovoltaic / #3500
Garner Solar,27745,"Aug 30, 2023 09:05:00 AM",,,Invs A & D no comms - failed MOXAs
,27888,"Aug 30, 2023 09:23:00 AM",,,Fix breaks on trailer 
Dairy,27822,"Aug 30, 2023 09:32:00 AM",,,"Evaluate, source, and replace CTs on MV Meter"
Ridgeback,27751,"Aug 30, 2023 10:45:00 AM","Aug 30, 2023 01:11:00 PM",,Site offline with recloser open
Princeton,27727,"Aug 30, 2023 11:00:00 AM","Aug 29, 2023 03:00:00 PM",,"Mow/graze, spot spray as needed"
Monroe Moore,27937,"Aug 30, 2023 12:56:00 PM","Sep 11, 2023 01:30:00 PM",,Monroe Moore - CB C2.01 - Underperforming ~50%
Bartow,27752,"Aug 30, 2023 01:00:00 PM",,,Bartow - PowerManager - Repeated Upload Queue backlog
Riley Solar I,27754,"Aug 30, 2023 06:30:00 PM","Sep 01, 2023 07:26:00 PM",,Inverter 8 offline (hardware fault)
,26903,"Aug 31, 2023 07:32:00 AM","Sep 06, 2023 03:00:00 PM",,EA-701 MX5800 Tractor Hourly Maintenance
Garner Solar,27755,"Aug 31, 2023 07:54:00 AM",,,Replace filter screens on all site inverters. 
Princeton,27854,"Aug 31, 2023 08:00:00 AM","Sep 05, 2023 01:00:00 PM",,INV 2 low coolant pressure
Mariposa,27740,"Aug 31, 2023 08:02:00 AM",,,"Mow array and buffer, spot spray as needed"
Augusta,27757,"Aug 31, 2023 08:30:00 AM","Sep 06, 2023 12:00:00 PM",,INV 4 offline with Grid Transient Undervoltage alarm
Thornton,27756,"Aug 31, 2023 09:25:00 AM","Aug 31, 2023 12:55:00 PM","Aug 31, 2023 03:22:00 PM",Inv. 5 offline
"Sesqui-C Solar, LLC",27758,"Aug 31, 2023 10:00:00 AM","Aug 31, 2023 11:00:00 AM",,Sesqui C - Site Mow
Silverton,27236,"Aug 31, 2023 10:07:00 AM","Aug 08, 2023 02:12:00 PM",,Silverton - Pine Gate Renewables UAV Inspection
Silverton,27759,"Aug 31, 2023 10:12:00 AM",,,UAV Follow Up @ Silverton: 1 CB Offline (CB 1-3)
Adams,27766,"Aug 31, 2023 10:15:00 AM","Sep 05, 2023 03:00:00 PM",,INVs 1-8 offline with Gird Phase Voltage Out of Range alarm
Ridgeback,27765,"Aug 31, 2023 10:30:00 AM","Aug 31, 2023 12:52:00 PM",,Ridgeback site offline with recloser open
County Home,27763,"Aug 31, 2023 11:33:00 AM","Aug 31, 2023 12:32:00 PM",,Melted HR on CB 2.01
EMJ Solar,27913,"Aug 31, 2023 01:00:00 PM",,,INV 25 offline (ground fault)
Freemont,27773,"Aug 31, 2023 01:15:00 PM","Sep 01, 2023 09:15:00 AM",,"Freemont INV B and INV C offilne with Inverter OC H34 - Major Fault - Inverter Panel 3,4
Major Fault"
,27768,"Aug 31, 2023 01:52:00 PM",,,Oil Change
,27769,"Aug 31, 2023 02:00:00 PM",,,Gamesa Inventory Move 11 pallets move from CSS Durham office to CCR
Atkinson 2,27774,"Aug 31, 2023 02:00:00 PM","Aug 31, 2023 05:00:00 PM",,Site not communicating
Sonne Two,27770,"Aug 31, 2023 02:15:00 PM",,,Troubleshoot underperformance on Inv 1
Gastonia Solar,27857,"Aug 31, 2023 03:25:00 PM",,,INV 2.12.30 offline (islanding)
Progress Energy - Sutton,27775,"Aug 31, 2023 03:30:00 PM",,,post-storm assessment. 
